Question,Answer
Quais transacoes aparecem na tela que lista todos os cartoes,Bloqueio de cartao habilitacao para uso no exterior pedido de 2 via de plastico criar e listar dos Ourocarde cartoes virtuais criados com limite de cada um enbsp personalizar cartao com a foto que desejarBloqueio de cartao pelo app OurocardO bloqueio de cartao pelo app Ourocard e provisorio Isso permite que o cliente tambem desbloqueie o plastico bloqueado caso necessario Para o bloqueio permanente voce ainda deve ligar para a Central de Atendimento do Banco do Brasil para concluir todo o processoA geracao de uma segunda via do cartao nao e automatica ao realizar o bloqueio provisorio do plastico
Para que serve o atalho do simbolo de ,Ao clicar nesta opcao voce tera acesso as transacoes de criar um cartao virtual Ourocarde solicitar cartao personalizado com a foto que desejar e configurar pagamento por aproximacao do celular por NFC apenas para cartoes Visa
CONSORCIO  01 O que compoe o valor da minha parcela do consorcio,Quando voce contrata um consorcio voce se responsabiliza a pagar uma prestacao mensal que corresponde a soma das importancias referentes ao Fundo Comum ao Fundo de Reserva a Taxa de Administracao a Taxa de Administracao Antecipada no periodo que for devida e ao Premio de Seguro Prestamista se contratado
CONSORCIO  02 Posso alterar o vencimento do meu consorcio,A data de vencimento do consorcio e padrao As parcelas serao sempre cobradas no dia 10 de cada mes ou dia util posterior para todos os consorciados
CONSORCIO  03 O que acontece quando minha parcela do consorcio esta em atraso,Em caso de nao contempladoQuando a sua parcela estiver pendente voce sera impedido de concorrer a contemplacao por sorteio e por lance na assembleia Se voce tiver cinco parcelas em atraso consecutivas ou nao sua cota sera automaticamente suspensa do grupoEm caso de contemplado e com bem adquiridoQuando a sua parcela estiver em atraso voce estara sujeito a cobrancas administrativas extrajudiciais e judiciais inclusive com possibilidade de retomada do bem pela BB Consorcios 
CONSORCIO  04 Por quais motivos o valor da minha parcela do consorcio alterou,A mudanca do valor das prestacoes pode ocorrer quando O valor do seu bem de referencia no consorcio pode ter mudado e por isso o valor da sua parcela mudou tambem ex o valor do seu consorcio era de R 2500000 e mudou para R 2600000 e essa diferenca sera diluida nas proximas parcelas Houver incidencia de taxas a serem reembolsadas a BB Consorcios ex registro de contrato gravames analise juridica de imovel etc Voce oferta o lance e e contemplado pode pedir para diminuir as parcelas do seu consorcio assim as seguintes parcelas virao com um valor menor
CONSORCIO  05 Em quais situacoes meu lance nao pode ser contemplado,Voce nao podera ser contemplado nas seguintes situacoes Se seu lance nao foi classificado Percentual do lance Se voce tiver com restricao Se a parcela do mes vigente nao estiver paga Se possuir inadimplencia com a BB Consorcios Se seu cadastro estiver desatualizado Se voce nao apresentar um fiador quando for exigido Se voce nao possuir capacidade de pagamento de acordo com a politica de credito da BB Administradora de Consorcios
CONSORCIO  06 O que fazer quando o lance for contemplado,Voce precisa efetuar a confirmacao de contemplacao e o pagamento do lance em ate 5 dias uteis contando a partir da data da AssembleiaPara fazer isso dirijase a uma agencia do Banco do Brasil mais proxima
CONSORCIO  07 Quando posso adquirir o bem,Quando receber a Carta de Credito na agencia apos escolha do bem desejado o vendedor solicitara a reserva da carta de credito via Central de Atendimento BB pelos telefones 40040001  08007297290 As explicacoes constam no verso da carta de credito Se chegar ao final do consorcio e voce nao quiser adquirir um bem recebera o valor da carta em ate 120 dias apos a realizacao da ultima assembleia
CONSORCIO  08 Como posso quitar a minha cota,Voce pode quitar a sua cota a qualquer momento pagando o saldo devedor restante Quando sua cota nao foi contemplada voce deve dar um lance para contemplala e depois quitar o consorcioA situacao da cota sera alterada na assembleia subsequente ao pagamento do saldo devedor desde que todas as despesas tenham sido quitadas
CONSORCIO  09 E possivel a cota ser suspensa sem solicitacao do consorciado,As cotas nao contempladas com cinco parcelas inadimplentes consecutivas ou nao serao automaticamente suspensas
CONSORCIO  10 Pedi a suspensao da minha cota quando terei meu dinheiro de volta,No caso de suspensao o valor e devolvido em ate 60 dias apos o encerramento do grupo com as devidas deducoes de rescisao por meio de credito em conta para correntistas ou Ordem de Pagamento para naocorrentistas Caso a cota suspensa nao tenha sido sorteada entre a suspensao e o encerramento do grupo
01 Como participar do Programa Ponto pra Voce e ganhar pontos,Para participar do Ponto pra Voce acumular e usar pontos e preciso que o primeiro titular tenha pelo menos um cartao de credito Ourocard participante do programa com FUNCAO CREDITO ATIVA e que esteja efetivamente sendo usado em compras na funcao creditoAcesse o Regulamento do Programa para maiores informacoes em httpswwwbbcombrdocspubvocedwnRegPPVpdfOutros motivos que voce talvez nao esteja participando do Programa de Ponto para Voce Inibicaobloqueio da funcao credito ou cancelamento de todos os cartoes participantes do programa a partir de 30 dias  Cartao sem uso na funcao credito a partir de 180 dias Inadimplencia no conglomerado Banco do Brasil a partir de 90 dias em qualquer produto ou servico Tarifas pendentes Operacao de credito classificada como perdas 
02 Como calcular os pontos que vou ganhar e quais transacoes pontuam,Os pontos sao concedidos a cada dolar ou equivalente em real pago na fatura do cartao de credito Ourocard sendo apurados por transacao pontuavel e nao pelo valor total da fatura Para efeito de calculo do consumo total e considerada a soma das compras e titulos pagos nas faturas dos cartoes de credito Ourocard de acordo com a bandeira e modalidade do cartao e serao creditados em ate sete dias uteis apos o pagamento das faturasOs pagamentos de contas boletos e titulos geram pontos ate o limite maximo de 5000 pontos por mesO pagamento de contas isoladamente nao caracteriza uso do cartao na funcao credito caso o cartao nao esteja sendo utilizado para compras nesta funcao podera gerar restricao de inatividade a partir de 180 dias deixando de pontuar nos pagamentos de contasPara saber se o seu cartao Ourocard faz parte das modalidade participantes consulte a tabela disponivel no site do BB httpswwwbbcombrpbbpaginainicialestiloprodutoseservicospontopravocetabeladepontospontopravoce
03 Posso transferir meus pontos para outro cliente BB,Sim Somente sao permitidas as transferencias de pontos entre clientes que tenham vinculo de parentesco pai mae filho irmao conjuge companheiroa padrasto madrasta e enteadoa devidamente vinculados ao cadastro de AMBOS os clientes nos sistemas do Banco do BrasilPortanto se voce tentou fazer a transferencia e ocorreu a seguinte mensagem de erro Destinatario nao tem Relacionamento com o cliente C603015 significa que o destinatario nao esta cadastradoNeste caso voce precisa procurar sua agencia de relacionamento e solicitar o cadastramento levando os documentos pessoais do receptor dos pontos e o documento que comprove o vinculo parentescoDemais condicoes Os clientes doador e receptor devem estar adimplentes e ter cartao de credito ativo A doacao deve ser efetuada em multiplos de 1000 1000 2000 3000 As transferencias tem os seguintes limites anuais sao limitadas anualmente a 30000 15000 e 10000 pontos para os clientes Private Estilo e demais respectivamente Doador e receptor nao podem possuir adesao a conversao automatica DotzOs pontos podem ser utilizados nos seguintes canais de atendimento APP BB no mobile Portal bbcombrnbspgt em Acesse sua conta gt Ponto pra voce Nos Terminais de Autoatendimento BB  CABB  0800 729 0001 ou 4004 0001 Portal livelocombr Central de Atendimento Livelo telefone 30048858 para capitais e regioes metropolitanas ou 08007578858 para demais regioes
04 Como transferir seus PONTOS para milhas aereas,Voce pode transferir para os programas Amigo Avianca Smiles TudoAzul e Victoria e necessario informar o numero do cartao fidelidade do cliente naquele programa Nas transferencias para o programa Multiplus o numero identificador e o CPF do cliente As transferencias de pontos do Ponto pra Voce para companhias aereas podem ser solicitadas nos seguintes canais de atendimento Nos canais do Banco do Brasil  Mobile celular  Internet wwwbbcombr  Central de Atendimento do Banco do Brasil CABB 0800 729 0001 ou 40040001Nos canais Livelo Na Livelo wwwlivelocombr  Telefone 30048858 para capitais e regioes metropolitanas ou 0800 757 8858 para demais regioes
05 Transferi meus pontos para Multiplus Smiles TudoAzul Avianca Victoria e nao foram creditados O que fazer,A Livelo e o parceiro aereo tem ate 7 dias uteis para processar a sua solicitacao de transferencia Normalmente em ate 03 dias o credito dos pontos sao processadosMesmo que os pontos ja tenha saido do seu extrato de pontos nao significa que a empresa aerea ja tenha creditado suas milhas E preciso esperar o processamento pela empresa aerea Passados os 7 dias uteis e caso nao conste as milhas na empresa aerea entre em contato com a LIVELO pela Central de Atendimento Livelo telefone 30048858 para capitais e regioes metropolitanas ou 08007578858 para demais regioes 
06 Porque nao estou acumulando pontos,As condicoes para receber pontos sao Ter cartao de credito Ourocard participante do Ponto pra Voce com funcao credito ativa e em uso na funcao credito Estar adimplente com o Banco do Brasil Nao ter restricao cadastral impeditiva em outra instituicao financeira Ausencia de bloqueio no cartao pela falta de uso na funcao credito nos ultimos 180 dias O pagamento de boletos isoladamente nao caracteriza uso na funcao credito Seu cartao talvez nao faca parte dos cartoes participantes do Programa Consulte a lista de cartoes participantes do Programa no RegulamentonbsphttpswwwbbcombrdocspubvocedwnRegPPVpdf
07 O que sao Pontos Livelo,Os pontos do Programa Ponto Pra Vocenbsp passaramse a chamar LIVELO a partir de Julho de 2016A Livelo e a plataforma de resgate do Programa de Relacionamento do Ponto Pra VoceSeus pontos estarao disponiveis em ate 7 dias uteis apos o pagamento da sua faturaSe voce possui conversao automatica Dotz neste caso seus pontos continuarao sendo transferidos para DOTZ Caso queira que seus pontos passem a ser creditados automaticamente na Livelo a opcao de conversao automatica Dotz devera ser cancelada via canais BBSao mais de 500 mil produtos e servicos nas diversas lojas conveniadas Voce pode trocar seus pontos por Milhas aereas reservar hoteis trocar por credito em combustivel e recarga de celularPara mais informacoes acesse o site wwwlivelocombr ou entrar em contato com a Central de Atendimento Livelo telefone 30048858 para capitais e regioes metropolitanas ou 08007578858 para demais regioes 
08 Como cadastrar na LIVELO para trocar seus pontos,Voce so podera realizar o 1 acesso Livelo se ja for participante do Ponto pra Voce ou seja ja tiver acumulado pontos com o pagamento da fatura de cartao de creditoPelo site do Banco do Brasil acesse sua conta depois Ponto pra Voce Livelo transacao 1 acesso LiveloEm caso de duvida ou problema com a ativacao entre em contato com a Central de Atendimento Livelo telefone 30048858 para capitais e regioes metropolitanas ou 08007578858 para demais regioes
09 Troquei meus pontos por produtosservicos LIVELO Como acompanhar meu pedido,Voce pode acompanhar os seus pedidos pelo site wwwlivelocombr ou pelo aplicativo LIVELO na opcao Minha Conta gt Meus pedidosEm caso de duvida contatar a Central de Atendimento Livelo telefone 30048858 para capitais e regioes metropolitanas ou 08007578858 para demais regioes
10 Seus pontos nao foram transferidos para a Livelo E agora,Os pontos do Programa PPV passaramse a chamar LIVELO a partir de Julho de 2016 A Livelo e a plataforma de resgate do Programa de Relacionamento do PPVAlguns criterios precisam ser verificados Os pontos foram gerados Houve pagamento da fatura O BB credita os pontos na Livelo em ate 7 dias uteis apos o pagamento da fatura
01 Como envio uma ordem de pagamento para o exterior,Para envio de Ordem para o exterior o remetente deve estar de posse dos dados do beneficiario nome completo endereco incluindo o pais banco agencia e conta para creditonbspPara Paises Europeus e obrigatorio fornecer o IBAN do beneficiarionbspAs ordens de ate tres mil dolares dos Estados Unidos ou equivalente em outras moedasnbsp podem ser efetuadas via Internet Banking incluindo Mobile para as finalidades de manutencao de residentesnbsp manutencao de estudantes servicos de educacao em viagem servicos de saude em viagem e disponibilidade no exterior e ate o limite de quatro operacoes no mesnbspAs ordens podem ser enviadas via SWIFT ou via Western UnionnbspPara outras finalidades e valores superiores ao limite estabelecido procure sua agencia de relacionamentonbsp
02 Como posso agilizar a liquidacao de ordens recebidas do exterior,Fornecer seu codigo IBAN a quem vai remeter a sua ordem de pagamento agiliza sensivelmente o tempo para tratamento disponibilizacao e liquidacaoPara obter seu codigo IBAN consulte sua agencia de relacionamentoAlertamos que nome incompleto ou abreviado e ausencia de informacao quanto a Agencia e Conta podem implicar na devolucao da ordem recebida
19 SERVICO DE MENSAGENS  Como faco para aderircancelar ao servico de mensagens via celular,Voce pode habilitar alterar ou desabilitar o servico de SMS nos Terminais de Autoatendimento Autoatendimento BB pela Internet ou Mobile no Menu Servicos para Telefone gt Servicos de SMS Sera enviado um SMS ao celular cadastrado pedindo confirmacao da transacaoVoce pode aderir ou cancelar o servico de mensagens no menu Servicos de qualquer canal de autoatendimento App BB Autoatendimento Internet TAA ou na agenciaApos a solicitacao sera enviado um SMS para o celular cadastrado pedindo a confirmacao da transacaoApos efetivacao o cliente pode receber por Push bastando ativar a funcao recebimento de notificacoes no menu configuracoes do App BB de todos os seus dispositivos Para receber via SMS basta que desative essa mesma funcao em todos os dispositivos e receber apenas no numero de telefone cadastrado
11 Qual a diferenca entre Ponto pra voce Livelo e Dotz,O Ponto pra Voce e o programa de relacionamento do Banco do Brasil que concede beneficios a seus participantes como recompensa pelo relacionamento mantido com os clientesA Livelo e a plataforma de resgate do Programa de Relacionamento do Ponto pra voce A empresa oferece mais de 5000 opcoes de troca por produtos passagens aereas diarias de hoteis aluguel de carro recarga de celular etcDotz e um parceiro do Programa Ponto pra voce que converte os pontos em produtos ou servicos conveniados com rede de hoteis supermercados postos de combustivel assinatura de revistas companhias aereas farmacias as melhores lojas onlinePortanto quando voce acumula seus pontos eles sao transferidos para a LIVELO em ate 7 dias apos o pagamento da fatura do Cartao de Credito Exceto quando voce possui adesao a conversao automatica Dotz onde seus pontos continuarao sendo transferidos para DOTZCaso queira que seus pontos passem a ser creditados automaticamente na Livelo a opcao de adesao a conversao automatica Dotz devera ser cancelada via canais de atendimento BBVale lembrar no entanto que o cancelamento nao implica retorno dos pontos ja transferidos apenas impede transferencias automaticas futurasVoce podera conhecer cada uma das opcoes Livelo ou Dotz e escolher a que melhor lhe atendeConheca mais sobre cada um deles nos siteswwwlivelocombrwwwdotzcombr
12 Onde obter informacoes sobre minhas trocas pontos transferidos para a Dotz saldo total de pontos cadastro e senha entre outros assuntos relacionados a minha participacao no programa Dotz,Voce deve contatar diretamente a Dotz pelo site wwwdotzcombr ou ligue na central de atendimento Dotz 08006011339 ou 40071339
13 E possivel cancelar a adesao a conversao automatica de pontos para o programa Dotz,SimTal cancelamento pode ser feito nosTAA caixas eletronicos Internet gt acesse sua conta gt Ponto pra Voce gt Dotz  Cancelamento de adesao a conversao automatica Mobile gt Ponto pra Voce gt Dotz  Cancelamento de adesao a conversao automatica Central de Atendimento BB  40040001 ou 0800729 0001Vale lembrar no entanto que o cancelamento nao implica retorno dos pontos ja transferidos apenas impede transferencias automaticas futurasO estorno da pontuacao enviada para a Dotz a exemplo dos demais parceiros nao e permitido
21 Fiz uma compra parcelada com meu Ourocard e vieram duas parcelas cobradas na mesma fatura O que devo fazer,Entre em contato com a Central de Atendimento atraves do numero de telefone que consta no verso do cartao e relate o ocorrido Uma das parcelas podera ser reagendada
20 Vou viajar para o exterior preciso realizar algum procedimento,Se o seu cartao for de uso internacional voce pode habilitalo para uso no exterior pelo App Ourocard Celular pela Internet Sua conta gt Cartoes gt Solicitacoes diversas gt Habilitacao de uso no Exterior Terminais de Autoatendimento BB opcao Cartoes  Uso do Cartao no Exterior ou pela Central de Atendimento BBVoce informara o numero do cartao e data final da habilitacaoE necessario habilitar o cartao mesmo para compras e saques na funcao debitobancaria A habilitacao pode ser feita durante a viagemAtencao se voce vai para o Peru Paraguai ou Colombia alem de habilitar o cartao para o uso no exterior voce devera entrar em contato com a Central de Atendimento BB antes de sua viagem para se informar sobre os procedimentos especificos para estes paisesCartoes de uso nacional nao poderao ser habilitados para uso no exterior
19 Quero efetuar o cancelamento total de uma compra que fiz no meu cartao Ourocard Como proceder,Em primeiro lugar orientamos que o cliente sempre protocole sua solicitacao diretamente com o lojista Caso nao tenha sucesso podera ligar para a Central de Atendimento BB e registrar uma contestacao de compraO BB ira intermediar o cancelamento da compra pelos seguintes motivosnbspnbspnbsp Mercadorias que vieram com defeitonbspnbspnbsp Mercadoria diferente da solicitadanbspnbspnbsp Mercadoria nao recebidanbspnbspnbsp Servicos contratados nao prestadosnbspnbspnbsp Cancelamento de Reserva de Hotel ou Aluguel de veiculosnbspnbspnbsp Cancelamento de assinaturas jornal editora provedor tv a cabonbspnbspnbsp Compras pagas por outros meios mas que foram lancadas no cartao de creditoE preciso estar ciente que a reclamacao inicia um processo de recuperacao de credito junto ao lojista Dessa forma e necessario o envio de documentacao conforme instrucao do funcionario da central para subsidiar a analise comprovantes relatos de proprio punho recibos dentre outrosnbsp
18 Nao reconheco compra lancada em meu cartao O que fazer,Voce pode realizar a contestacao da transacao pelos canais Internet Auto atendimento pessoa fisica  Menu completo gt Cartoes gt Fatura  Contestacao de compras gt Selecione o cartao gt Selecione uma das faturas do cartao para realizar o questionamento gt Selecione a compra gt Responda questionario APP BB para Mobile Phonenbsp Selecione a opcao Cartoes gt Extrato fatura cartao gt selecione o cartao gtFatura  Contestar transacao APP Ourocard Selecione a compragt Selecione o botao no canto inferior a direta com a imagem de tres pontos gt Selecione a opcao Questionar Compra gt Responda questionario Central de atendimento Ligue para o numero da central que consta no verso do seu cartao e selecione a opcao Cartao de Credito gt  Contestacao de transacao
05 Tenho varias aplicacoes com resgate automatico quando houver insuficiencia de saldo na aplicacao priorizada de qual investimento sera resgatado primeiro,Nesse caso a aplicacao automatica do produto anterior sera substituida automaticamente pelo novo investimento selecionadonbsp
04 Tenho varias aplicacoes com resgate automatico quando houver insuficiencia de saldo em minha conta de qual investimento sera priorizado o resgate,Ao cadastrar o resgate automatico para suas aplicacoes e voce quem devera escolher a ordem de prioridade para os resgates O resgate sera realizado de acordo com a ordem de prioridade indicadaEsta funcionalidade esta disponivel nos canais de auto atendimento
03 Tenho resgate automatico na minha aplicacao fiz um saque ou pagamento e no extrato da minha conta aparece saldo devedor O que esta acontecendo,Para as aplicacoes que possuem o atributo de resgate automatico o BB somente realizara o resgate ao final do dia util Assim caso voce receba algum deposito ou transferencia no mesmo dia do debito sua aplicacao sera preservadaCaso ao final do dia nao exista saldo em conta suficiente para garantir as movimentacoes realizadas o sistema resgatara o valor equivalente
17 Existe carencia para inicio da cobranca da anuidade do cartao Ourocard,O seu primeiro Ourocard tem carencia de seis meses apos a primeira comprasaque na funcao credito para inicio da cobranca da anuidadeCaso queira saber mais detalhes ou negociar a possibilidade de algum desconto entre em contato com telefone que consta no verso do seu cartao
16 Qual o valor da anuidade do meu cartao,Voce pode consultar na pagina do BB na internet wwwbbcombr  Produtos e Servicos  Cartoes  Contratos e Tabelas Saiba mais  Tabela de beneficios e recompensas de cartoesAli voce encontra todas as modalidades dos cartoes BB com valores de anuidade e beneficios
15 Quais os prazos para recebimento de um cartao,Esses prazos variam de acordo com a modalidade e com a localidade para onde o cartao e enviado e sao contados a partir do dia da sua geracaoSe o seu celular esta cadastrado no BB para recebimento de SMS voce recebera uma mensagem sobre o envio do cartao para o endereco cadastrado ou sobre a retirada na agencia de acordo com o casoA Central de Atendimento BB o numero consta no verso do cartao tem as informacoes sobre os prazos e tambem sobre a posicao do envio do seu cartao
14 Como consulto os limites disponiveis do meu cartao Ourocard,Os limites disponiveis para compras a vista saques compras parceladas e credito podem ser consultados nos Caixas Eletronicos Internet aplicativo BB para celular e Central de Atendimento BBnbspnbsp
13 Qual o prazo para liberacao do limite apos o pagamento da fatura,Pagamento feitos em debito automatico tem o limite de compras restabelecido no mesmo dia e limite de saque restabelecido no proximo dia utilPagamentos efetuados utilizando o codigo de barras boleto bancario tem limite de compras e saques restabelecidos em ate 03 dias uteisPagamentos sem utilizacao de codigo de barras e efetuados atraves da Internet e Caixas Eletronicos tem limite de compras restabelecido online e limite de saque restabelecido no proximo dia utilPagamentos efetuados pelo BB no Celular terao o limite de compras recomposto no decorrer do dia e limite de saque restabelecido no proximo dia utilAgendamentos de pagamentos feitos pela Central de Atendimento BB tem limite restabelecido no proximo dia util
12 Tenho limite parcelado suficiente mas minha compra foi negada O que houve,Verifique seu limite disponivel nos Terminais de Auto Atendimento no Menu Cartoes gt limite disponivel para comprasaque nos Caixas Eletronicos Internet Menu Completo gt Cartoes gt Limite para comprasaque no cartao Celular Menu gt Cartoes gt Limite disp no cartao
11 Como posso aumentar o limite do meu cartao,E necessario comparecer a agencia de relacionamento munido dos documentos pessoais RG CPF Comprovante de Renda e de Endereco atualizados para atualizacao cadastral e nova analise de creditoOutra alternativa se houver margem disponivel e transferir o valor nao utilizado no cheque especial para aumentar seu limite para compras a vista no cartao Em caso de compras parceladas podera tambem transferir o limite disponivel para emprestimoEstas opcoes estao disponiveis nos canais Internet Menu Completo gt Meus Limites gt Limites de Credito gt Transferencias gt escolha a opcao desejada Terminais de Auto Atendimento Outras opcoes gt proxima tela gt Meus Limites gt Transferencia de Limites gt escolha a opcao desejada Celular Meus limites gt Transferencia
06 O que e Autorizacao Permanente para Credito em Conta,A Autorizacao Permanente para Credito em conta e um instrumento atraves do qual o cliente pode autorizar o Banco a creditar e liquidar as suas ordens de pagamento recebidas do exterior sem a exigencia de sua presenca na agenciaO limite por operacao e de USD 1000000 ou equivalente em outras moedas exceto para convenio BB Toquio onde nao ha limite de valor A autorizacao e concedida apenas para clientes que recebam ordens regularmente no minimo bimestralmente e somente para algumas naturezas especificas Ex manutencao recebimento de salario disponibilidade etcO cadastramento da autorizacao e realizado pela agencia apos a assinatura do clienteAtencao se aplica somente para recebimento via Swift nao sendo possivel a liquidacao automatica de ordens recebidas via Western Union
07 E possivel enviar ordem de pagamento em qualquer moeda,Nao somente em moedas conversiveis ou seja moedas de facil aceitacaoDolar americanoUSD Dolar canadense CAD Dolar australiano AUD Euro EUR Libra Esterlina GBP Coroa norueguesa NOK Coroa dinamarquesa DKK Coroa sueca SEK iene JPY e Franco suico CHFNo caso de ordens emitidas via Western Union as remessas sao feitas sempre em dolar americano USD e serao pagas na moeda corrente do pais destino
08 Quais naturezasfinalidades de envio via SWIFT de ordem para o exterior autorizadas atraves da InternetMobile,Sao autorizadas via Swift as seguintes naturezasfinalidades37004  Manutencao de Residentes37011  Manutencao de Estudantes47702  Servicos de Educacao em Viagem47726  Servicos de Saude em Viagem67500  Disponibilidade no Exterior
09 Quais os limites para envio de remessa via InternetMobile,Maximo de 04 ordens para o periodo dos ultimos 30 dias de ate USD 300000 cada totalizando ate USD 1200000nbspou equivalente em outras moedas
10 Como fazer para enviar remessa para o exterior via Internet e Mobile,Atraves da opcao Menu  Cambio  Ordem de pagamento  Emissao de ordem para o exteriornbsp
11 Quais os limites para liquidar ordens recebidas do exterior via SWIFT via InternetMobile,O valor para liquidacao nos canais de autoatendimento esta limitado a USD 300000nbsppor operacao ou o equivalente em outras moedas
12 Quais os limites para liquidar ordens recebidas do exterior via convenio BB Western Union nos canais de Autoatendimento TAA Celular e Internet,O limite para recebimento de ordens de ate USD 100000nbsppor ordem sendo o valor maximo de USD 300000nbsppor periodo de 30 dias e maximo de USD 1000000nbsppor periodo de 365 dias
13 Quais naturezasfinalidades de recebimento de ordem do exterior via SWIFT autorizadas atraves da Internet,nbspTransferencias correntes  Manutencao de residentes  37004nbspTransferencias correntes  Recebimento de beneficios de seguridade social  37059nbspTransferencias correntes  Recebimento de beneficios de fundos de pensao  37066nbspOutros  Salarios e outras compensacoes  47908nbspnbspDepositos e disponibilidades  Disponibilidades no exterior  67500
02 Como funciona o resgate automatico em Fundos de Investimento,Para os fundos que possuem essa caracteristica verificada a ausencia ou insuficiencia de saldo em conta corrente para cobertura dos lancamentos pagamento transferencias etc o sistema efetuara o resgate ate o limite do valor disponivel na aplicacaonbspO resgate ocorre no final de cada dia util
01 Como funciona a aplicacao automatica do saldo em conta corrente,Quando identificado valores que estao parados em sua conta corrente o BB disponibiliza solucoes de aplicacao e resgate automaticos Esse valor sera aplicado automaticamente ao final de cada dia util e quando voce precisar utilizar os recursos o sistema fara o resgate automatico ao final do dia para liquidar os debitos
14 Quais naturezasfinalidades de recebimento de ordem do exterior via convenio BB Western Union autorizadas atraves da InternetMobile, Transferencias correntes  Manutencao de residentes  37004 enbspnbspTransferencias correntes  Manutencao de Estudantes  37011
PREVIDENCIA  07 Posso alterar a periodicidade do meu plano mensal para unico ou viceversa,Para alterar a periodicidade sera necessario realizar uma migracao de reserva do plano atual para um novo plano ja com a nova periodicidade definida
PREVIDENCIA  08 Sou residente no exterior como solicito resgate,Contate a Central de Relacionamento Brasilprev 0800 729 7170 e peca o modelo da Carta para solicitacao de resgate Preencha o documento junte toda a documentacao e envie para o email atendimentobrasilprevcombr que tomara as providencias para que sua solicitacao seja analisadaLembrando que e de responsabilidade do cliente a comprovacao e o aviso sobre sua condicao de expatriado Caso nao comprove ou nao informe sera utilizada a tabelaregime de tributacao do plano no momento do resgate
OUROCAP  04 Como saber se eu fui sorteado,Voce pode acompanhar os sorteios na pagina de Resultados de Sorteio no site da Brasilcap wwwbrasilcapcombrA consulta pelo CPF e uma forma rapida de descobrir se o seu titulo foi sorteado Digite seu CPF ou CNPJ no campo Digite seu CPF ou CNPJ e clique em buscar Se o seu titulo for sorteado voce recebera o valor do premio automaticamente na conta cadastrada para o credito em ate 15 dias uteis apos a data do sorteioPara ver todos os numeros sorteados de um sorteio clique na opcaonbsp Veja todos os numeros sorteados selecione o nome do titulo ex Ourocap Mensal 36 e a data do sorteio que voce quer consultarCada produto tem um calendario de sorteio e formas de extracoes diferentes Nas Condicoes Gerais do seu titulo voce encontra no item sorteio as modalidades que o seu titulo esta concorrendo e as formas de extracao dos numerosnbsp
OUROCAP  05 Como resgatar o meu titulo antes do final da vigencia,Se o seu titulo ja tiver passado o prazo minimo de carencia voce pode solicitar o resgate por aqui a qualquer momento No menu inicial clique no icone Ourocap gt Meus Ourocapsnbsp Depois selecione o titulo que voce deseja resgatar e no campo solicitacoes escolha entre Resgate Parcial ou Resgate TotalnbspO valor do resgate entrara na conta cadastrada para credito em ate 15 dias uteis apos a data de solicitacaoSe o seu titulo ainda estiver dentro do periodo de carencia prazo minimo para liberacao do resgate entre em contato com a nossa Central de Atendimento Brasilcap nonbsp 0800 729 0800 ou acesse wwwbrasilcapcombr clicando na opcao Acesse seu Titulo localizada no topo esquerdo do sitenbspE importante ficar com o seu titulo ativo ate o final da vigencia do plano sem solicitar resgates para receber todo o valor pago  atualizacao da TR Quanto maior o tempo que seu titulo permanecer ativo maior sera o valor do resgate No resgate total antes do final da vigencia do titulo voce nao recebe 100 do valor pago e ainda deixara de participar dos sorteiosnbspVerifique nas Condicoes Gerais do seu produto se e possivel fazer o resgate parcial do seu titulo
OUROCAP  06 Como faco para cancelar um titulo que acabei de comprar,Se voce adquiriu um titulo por aqui e quer desistir da compra podera solicitar o cancelamento em ate 5 dias uteis apos o primeiro pagamentonbspNo menu inicial clique no icone Ourocap gt Meus Ourocapsnbsp Depois selecione o titulo que voce deseja cancelar e clique em cancelamentonbspTendo havido algum pagamento do titulo o valor sera devolvido integralmente na conta cadastrada para credito No cancelamento o seu titulo e encerrado e voce nao concorrera mais aos sorteiosCaso voce tenha adquirido o seu titulo em outro canal procure uma agencia do Banco do Brasilnbsp
OUROCAP  07 Posso alterar a periodicidade do meu plano mensal para unico ou viceversa,Essa alteracao de modalidade entre planos mensais para unicos ou viceversa nao e permitida
OUROCAP  08 Posso alterar a forma de pagamento do meu Ourocap,Nenhuma alteracao de forma de pagamento debito em conta corrente ou poupanca ou cartao de credito e permitida para o Ourocap
OUROCAP  09 O valor do meu Ourocap sera creditado automaticamente no final da vigencia do meu titulo,Sim no final da vigencia dos titulos o credito ocorre automaticamente na conta corrente do Banco do Brasil escolhidaSe no momento do credito a conta corrente estiver inativa ou encerrada sera necessario contatar a Central de Atendimento Brasilcap 0800 729 0800 para solicitar o recomando de credito ou procurar uma agencia de relacionamento BB
SEGUROS  07 Qual e o prazo para recebimento da indenizacao de um sinistro AutoVidaResidencial,Se voce tem um seguro de Auto o Banco do Brasil Seguros garante o pagamento da indenizacao integral do veiculo segurado em ate cinco dias uteis apos a entrega de toda documentacao solicitada livre e desembaracada de qualquer onus arrendamento divida ou pendencia financeira eou legal ou devolucao do valor do premio deduzido dos impostosPara os demais produtos a seguradora tem o prazo de 30 dias para liquidacao do sinistro contados a partir da data de entrega de toda a documentacao a seguradoranbsp
